english,twi
diverge,fa kwan foforɔ so
document,nwoma
dress,siesie ho
dribble,sosɔ
dressing,ahosiesie
doubt,akyinnyegye
duplicate,sɛso
durable,ɛkyɛ
earmark,de to hɔ
earn,nya
eatable,wɔtumi di
eerie,ɛbɔ hu
efface,popa
effort,mmɔden
elate,gye ani
elder,panin
ego,ahopɛ
egoism,ahopɛ
egoist,ɔhopɛfoɔ
egotist,ɔhopɛfoɔ
eject,tu
elaborate,emu da hɔ fann
elastic,atwetann
election,abatoɔ
elect,pa obi
electorate,abatofoɔ
electricity,anyinam ahoɔden
elector,abatofoɔ
elegance,ahoɔfɛ
elegy,owufoɔ anwonsɛm
elegant,ɛyɛ fɛ
elevate,pagya mu
elevation,mpagyamu
effect,nsunsuansoɔ
effeminate,ɔhodomfo
ebony,okisibiri
effeminacy,ahodom
efficacy,tatahwe
efficacious,ɛyɛ tatahwe
efficient,deɛ ɔdi dwuma yie
efficiency,pɛpɛɛpɛyɔ
effigy,abaduaba
eclipse,ɔsram duru sum
earth,asase
edible,deɛ wɔdi
edit,siesie
earthenware,ayowa
editable,wɔsesa mu a ɛyɛ yie
editorial,koowaa krataa mu samufoɔ adwenkyerɛ
editor,koowaa krataa mu samufoɔ
educate,kyerɛ
education,adesua
earthquake,asase wosoɔ
easy,fo
ease,ahodwo
eavesdrop,tetɛ tie
ecstasy,anigyeɛ mmorosoɔ
edge,ano
dwarf,mmoatia
dwell,tena
early,ntɛm
dwelling,atenaeɛ
dwindle,ɛso te
dynasty,adedie
dynamic,ɛsesa
eager,ani ku ho
each,ebiara
durability,ɔkyɛ
earl,ɔdehyepanin
duration,berɛ santen
driver,ofidikafoɔ
dung,mmoa agyanan
drum,twene
dust,mfuturo
dusk,anwummerɛ
duress,nhyɛ
duty,asɛdeɛ
dutiable,deɛ wɔgye ho toɔ
drown,wu asuwuo
dromedary,yoma
drummer,ɔkyerɛma
dry,awo
dull,tebɔɔ
dumbfound,nya ahodwiri
dual,abɔnta
dupe,bu
dowry,ɔbaa tiri nsa
drag,twe ase
drain,twe mu nsuo
drastic,deɛ ano yɛ hye
draper,ntomatɔnfoɔ
draw,dwi
dreadlocks,mpɛsɛmpɛsɛ
dread,de ehu hwɛ biribi anim
dredge,te mu
drift,sene nyaa
drill,bɔne
drive,twi
drop,gya to fam
drone,kasa aniha so
drought,ɔpɛberɛ
drizzle,pete
dogma,nkyerɛkyerɛ
doll,abaduaba
dollar,dɔla
domestic,deɛ ɛfa afiyɔ ho
donate,yi ma
donation,akyɛdeɛ
dormant,ɛda faako
dormitory,asukuufoɔ daberɛ
dose,dodoɔ
diverse,ahodoɔ ahodoɔ
divert,mane
divide,kyɛ
district,mansini
division,mpaapaemu
dividend,kyɛfa
distribute,kyekyɛ
divisible,wɔtumi kyɛ mu
divulge,da adi
doctrine,gyedie
docile,deɛ ɔda dinn
disturb,ha
disturbance,basabasayɔ
disunion,mpaapaemu
ditto,saa ara
ditch,bɔnka
dive,huri tom
distant,akyirikyiri
ditty,ɛdwom
distraction,deɛ ɛtwe adwene firi biribi so
distinguish,da mu nsonsonoeɛ adi
distil,te ho
distort,kyea
distortion,asɛnkɔntɔnkye
distract,twe adwene firi
eliminate,yi firi mu
endure,fa mu
eligible,ɛsɛ fata
elimination,nyifirimu
emerge,pue
emetic,abofonodeɛ
employment,adwuma
employee,adwumayɛni
endurance,ahohyɛsoɔ
energetic,ahoɔden wɔ mu
engineer,mfididwumayɛfoɔ
esteem,obuo
enlarge,ma ɛyɛ kɛseɛ
enrollment,dintwerɛ
enthrone,si hene
entreat,srɛ
entrust,de hyɛ nsa
err,fom
espouse,fa
estimate,de adwene bu
evade,dwane
estimation,nseseɛ
estrange,ntam te
etcetera,ne deɛ ɛkeka ho
eschew,twe ho firi
eternity,afebɔɔ
etal,ne afoforɔ
ether,ewiem
errand,ɔsoma
erroneous,ɛyɛ mfomsoɔ
error,mfomsoɔ
escape,dwane
escort,ɔhobammɔfoɔ
establishment,adwumakuo
establish,firi aseɛ
especially,titire
epitaph,ɛnna so nkaedum
equal,korɔ
eradicate,sɛe
equilateral,afa nyinaa yɛ pɛ
equality,pɛpɛɛpɛyɔ
environment,atenaeɛ
equally,pɛ
envisage,hwɛ anim
era,berɛ bi mu
erase,popa
erect,potii
erode,hi
enumerate,kan
envelope,aduradeɛ
envious,ani bere
epidemic,nsaneyareɛ
rampant,ate atese
epileptic,deɛ ɔtwa
enthusiasm,ahokeka
enthusiast,deɛ n ani gye biribi ho pa ara
entice,daadaa
enticement,nnaadaa
entitle,wɔ ho kwan
entire,nyinaa
entitlement,akwannya
entry,nwuramu
entrance,ɛkwan
entrails,yam adeɛ
enshrine,kora
ensnare,yi
ensue,si akyire
entangle,kyekyere
enter,wura mu
entertain,gye obi ani
entertainment,anigyeɛ
enthral,kyere adwene
enlargement,ntrɛmu
enlighten,ma nimdeɛ
enlightenment,anibue
enlist,dɔm
enmity,ɔtan
enough,ɛdɔɔso
enormous,ɛso
enhance,pagya mu
enrage,hyɛ abufuo
enroll,twerɛ din wɔ sukuu mu
engrave,kurukyire
engross,gye adwene nyinaa
enjoy,pɛ
engraver,okurukyirefoɔ
engulf,mene
enforce,hwɛ ma afoforɔ di mmara so
enigma,deɛ ne nteaseɛ yɛ den
enigmatic,hwanyann
enfetter,de nkɔnsɔnkɔnsɔn gu
enjoyment,anigyeɛ
energy,ahoɔden
enfold,twa ho hyia
engage,kye adwene
engagement,awaregyeɛ
endeavour,bɔ mmɔden
engine,afidie
encouragement,nkuranhyɛ
encroach,didi wura obi asase mu
encyclopaedia,nimdeɛ dodoɔ nwoma
encumber,hyɛ so
endear,ma wɔdɔ wo
endless,ɛnni awieeɛ
endorse,de nsa hyɛ aseɛ
endow,yi ma
endowment,fotoɔ
emulate,suasua
emperor,ɔhempɔn
emit,pu
encourage,hyɛ nkuran
emission,wisie
enable,ma ho kwan
enclose,de fa ho
encounter,hyia
emigrate,tu kɔ
emigration,ntukɔ
emigrant,otufoɔ
eminent,titire
emissary,ɔsomafoɔ
emotion,atenka
emphasize,si so dua
employ,fa obi adwuma
embellish,siesie
embellishment,nsiesie
ember,ogyasrama
embezzle,wia
embezzlement,korɔno
elongate,twe mu
embitter,ma ɛhye obi
emblem,ahyɛnsodeɛ
embrace,bam
embryo,mogyatoa
emend,sesa mu
elite,asikafoɔ
elope,dwane
eloquent,ano ate
eloquence,anoteɛ
elucidate,kyerɛ mu
embargo,osiakwan mmara
elude,fa kɔn ho
emaciate,fɔn
emaciated,deɛ wafɔn
email,intanɛt so nkra
emasculate,si obi barimayɔ ho kwan
embalm,kora
embark,foro
embarrass,hyɛ aniwuo
embarrassment,animguaseɛ
embassy,ɔman ananmusini asoeɛ wɔ ɔman foforɔ mu
roadsafety,ɛkwan so kosɛkosɛ
evangelist,ɔsɛmpakani
safetrip,ɛkwan so dwoodwoo
evangelize,ka asɛm pa
exceed,boro so
excellent,ɛkɔ yie
excess,deɛ aboro so
excel,twa
excavation,amenatuo
exotic,ɛfiri amannɔne
expand,bae mu
expansion,mmaemu
extend,twe mu
extension,ntrɛmu
extortion,adamugyeɛ
compensation,mpata
extort,nya kwammɔne so
facile,ani ani
compensate,pata
faggot,barima a ɔne mmarima da
facilitate,boa
facsimile,sɛso
faction,ɔfa
factory,mfididwumabea
factor,aboadeɛ
factual,nokorɛ
fade,pa
fair,deɛ ɔyɛ pɛpɛɛpɛ
faith,gyedie
faithful,nokwafoɔ
fake,deɛ ɛnyɛ papa
fag,yɛ adwumaden
fail,di ntwo
extraordinary,adutwam
failure,nkoguo
faint,twa hwe
fall,te hwe
extra,ɛka ho
extract,twe firi mu
extraction,ntwefirimu
extirpate,tu aseɛ
eyesight,adehunu
eyewitness,ɔdanseni
fabric,ntoma
fibre,ntɛtɛ
extravagant,deɛ ɔsɛe sika
extravagance,sikasɛeɛ
fabricate,bɔ srɛ mu ka
exuberance,deɛ anigyeɛ wɔ mu
extricate,nya fawohodie
eyesore,deɛ ɛyɛ tan pa ara
fable,anansesɛm
fabulous,papa pa ara
fabrication,bɔsrɛmuka
extenuate,dwodwo
exterior,abɔntene
exterminate,tɔre aseɛ
extinct,aseɛ atɔre
exploitation,asisie
extinguish,dum
explore,hwehwɛ
extinguisher,odumgya
fireservice,odumgya adwuma
extol,yi ayɛ
exploit,fa kwammɔne so nya ho mfasoɔ
exploration,nhwehwɛmu
export,de adwadeɛ kɔ amannɔne kɔtɔn
explication,nkyerɛkyerɛmu
explicate,kyerɛ mu
experience,suahunu
express,ka adwene
expert,biribi mu nimdefoɔ
expertise,nimdeɛ
expire,twa mu
explain,kyerɛ mu
expose,te to
explanation,nkyerɛkyerɛmu
expression,nkasaeɛ
expulsion,nyifirimu
exposed,deɛ wɔate ne to
exquisite,fɛfɛɛfɛ
extant,ɛda so wɔ hɔ
expect,hwɛ anim
expatiate,kyerɛ mu yie
expedite,yɛ no ntɛm
expedition,akwantuo
expel,yi adi
explicit,fann
explode,pae
exhort,hyɛ nkuran
exhume,tu funu
exigency,ahiadeɛ
exile,nkoasom
exit,apueeɛ
exonerate,siane tire
exoneration,tiri sianeɛ
exorbitant,ne boɔ yɛ den dodo
exorcise,pamo
evilspirit,honhommɔne
exclaim,tea mu
exclusion,nyifirimu
exclude,yi firi mu
excrement,agyanan
excreta,agyanan
excommunicate,yi firi mu
excursion,nsrahwɛ
execute,yɛ
excuse,fa kyɛ
execution,ne yɛ
executioner,ɔbrafoɔ
exemption,nyifirimu
exempt,yi firi mu
exert,mia ani
exertion,animia
exhale,gu ahome
exhaust,yɛ ne nyinaa
exhaustion,ɔbrɛ
exhibit,da no adi
exhibition,oyikyerɛ
exchange,de sesa
excise,ɛtoɔ
excite,ma ahokeka
excitement,anigyeɛ mmorosoɔ
elation,anigyeɛ mmorosoɔ
exaggerate,hanehane ani ka
exaggeration,anihanehane
examine,pɛnsɛnpɛnsɛn mu
exalt,hoahoa
exaltation,ayɛyie
examination,nsɔhwɛ
exasperation,abufuhyɛ
exasperate,hyɛ abufuo
annoyance,abufuhyɛ
excavate,tu
evangelism,asɛmpaka
europe,aburokyire
european,oburoni
event,abasɛm
evergreen,frɔmfrɔm
evict,tu
eviction,otuo
ever,da
every,biara
evidence,adanseɛ
evident,emu da hɔ fann
evil,bɔne
evoke,de ba adwene mu
exacerbate,ma ɛsɛe koraa
masturbate,sosɔ barima mu
exact,pɛpɛɛpɛ
fallible,tumi fom
fallacy,atosɛm
false,ɛnyɛ nokorɛ
famished,deɛ wɔakyere no kɔm
famish,kyere kɔm
fasten,kyekyere
fashion,deɛ aba soɔ
fascinate,kyere adwene
feed2,ma aduane
feign,patu
felicitate,ma amo
sixth,deɛ ɛtɔ so nsia
fist,kuturuku
seventh,deɛ ɛtɔ so nson
fisherman,ɔfareni
fishmonger,nsuomnamtɔnfoɔ
float,tɛ ani
flower,nhwiren
flock,asafo
flog,hwe
flood,nsuyiri
flax,asaawa
flop,hwe ase
flourish,nyini
flout,bu mmara so
flow,tene
flea,ɔkramandwie
flex,bu mu
fluctuate,kɔ soro ba fam
fledge,fu ntakra
flee,dwane
flip,dane
fleece,odwan nwi
flimsy,hare
fling,to
flint,twɛreboɔ
flatter,de ano toto ho
flame,ogyaframa
flank,nkyɛnmu
flash,pa anyinam
fix,kyekyere
flashy,fɛ
flask,tumpan
flatulence,ɛta
flavour,ɛdɛ
flattery,anodɛ
flaw,ɛdɛm
fit,ɛfata
fine,papa pa ara
flabbergast,
fire,ogya
flabby,
flag,
flannel,kuntutam
flagrant,anidahɔ
firmament,ewiem
financial,sikasɛm
finance,sikasɛm
eighth,deɛ ɛtɔ so nwɔtwe
firearm,etuo
figure,mfonin
firewood,egya
firm,emu yɛ den
fiscal,ɛtoɔ
ninth,deɛ ɛtɔ so nkron
figurehead,ɔkandifoɔ
tenth,deɛ ɛtɔ so du
filch,wia
file,nkrataa adaka
fill,hyɛ ma
final,ɛtwa toɔ
fetus,mogyatoa
fiasco,nkoguo
fidelity,nokorɛdie
fiction,anansesɛm
fiddle,sankuo
fourth,deɛ ɛtɔ so nan
field,asase
fifth,deɛ ɛtɔ so num
first,kane
third,deɛ ɛtɔ so mmienu
fertile,asase papa
ferry,atwareɛ
fete,apontoɔ
fetid,ɛbɔn
fetish,ɔbosom
abosonnan,fetish building
fetishpriest,ɔbosomfo
fetter,nkɔnsɔnkɔnsɔn
few,kakraa bi
feud,ntɔkwa
felicitations,nkamfoɔ
feline,nkra
favour,adɔeɛ
fellow,ɔyɔnkoɔ
felon,ɔbɔneyɛfoɔ
felony,bɔne kɛseɛ
fend,hwɛ ho
ferocious,tirim yɛ den
fauna,beaeɛ pɔtee bi mmoa
fearful,ahunuabɔbirim
fearlessness,akokoɔduro
fearless,ɔkokoɔdurufoɔ
feast,apontoɔ
feather,takra
fat,deɛ ɔso
fate,nkrabea
federation,nkabom
fee,akatua
feeble,mmerɛ
fatigue,ɔbrɛ
fault,mfomsoɔ
fan,papa
fanaticism,ɔsomtrasoɔ
fastidious,pɛpɛɛpɛyɔfoɔ
fathom,te aseɛ
faulty,mfomsoɔ wɔ ho
farce,aseresɛm
fantastic,papa pa ara
farmer,okuani
farrow,prakoba
farfetched,ɛntɔ aso mu
furthermore,bio
falsehood,atorɔsɛm
falsify,di atorɔ
falter,po dodoɔ
fame,edin
famous,deɛ wagye din
familiar,deɛ wonim
famine,ɔkɔm
fluent,deɛ n ano awo
froth,ahuro
forefather,nana
fluency,anoteɛ
foil,twitwa kwan mu
foreknow,hunu sie
foreign,aburokyire
foreigner,ɔhɔhoɔ
frugal,ahwɛyie
forestall,si ano
forthright,penpen
fortunate,tiri yɛ
fortnight,nnawɔtwe mmienu
frontier,ɛhyeɛ
frown,muna
fortress,abankɛseɛ
gabble,toatoa
gaiety,anigyeɛ
gain,nya
gad,kyinkyini
gadget,afidie
gaffe,mfomsoɔ
gala,agokansie
gag,ntoma sini
gall,bɔnwoma
gale,ahum
fungus,apotobibire
funnel,funerɛ
futile,anyɛ yie
funny,ɛyɛ sere
hilarious,ɛyɛ sere yie
furious,bo afu yie
furnish,siesie mu
furniture,ɛdan mu nneɛma
fury,abufuhyew
gab,kasa pii
fulfil,ma ɛba mu
fulminate,kasa tia
funeral,ayie
fume,wisie
vapour,ntutuo
fullness,mayɛ
fun,anigyeɛ
function,dwumadie
fund,sika
fundamental,abɔaseɛ
fruit,aduaba
freak,anwonwasɛm
frustrate,ha
frustration,ɔhaw
fuddle,borɔ
fresh,foforɔ
fugitive,odwanefoɔ
fuel,ɔyere
fruitful,ɛso aba
from,firi
frog,apɔnkyerɛne
free,de ho
freeze,de nwunu kyene
frequency,mprɛ
fricassee,forɔeɛ
friction,ntwitwiho
frock,atadeɛ
fragile,ɛyɛ mmerɛ
fragment,ɔfa
frail,mmerɛ
fragrance,aduhwam
franchise,abatoɔ mu tumi
frame,mponnua
frank,penpen
fox,sakraman
fraternize,de ho bɔ
fraudster,apoobɔfoɔ
fraud,apoobɔ
fortune,ahonyadeɛ
fountain,asutire
foul,kankan
fracas,ntawantawa
foundation,nnyinasoɔ
foregather,hyia mu
form,yɛbea
forge,yɛ
forewarn,bɔ kɔkɔ
forgery,nkontompodeyɔ
former,atwam
formidable,kɛse pa ara
fort,abankɛseɛ
forest,kwaeɛ
forsake,paw
foreman,opanin
foremost,kan
foresight,nhunumu
foresee,hu
forerun,di kan
foliage,nhaban
follow,di akyire
folk,ɔmamfoɔ
foolish,ogyimifoɔ
following,akyidifoɔ
folly,nkwaseasɛm
fondle,miamia
forage,hwehwɛ aduane
fond,ani gye
fufu,fufuo
fool,ogyimifoɔ
footprint,anammɔn
forbear,hyɛ ho so
forbid,bara
force,ahoɔden
footstep,anammɔn
fore,anim
forefinger,akyerɛkyerɛkwan
fluid,nsuo
fluke,siadeɛ
flute,abɛn
flue,owisikwan
foam,ahuro
fog,ɛbɔ
foe,ɔtamfo
flutter,tu faafaa
gallon,galɔn
gallant,bo yɛ duru
gap,tokuro
gaol,afiase
garb,ntadeɛ
garbage,nwira
gas,mframagya
garrulous,ɔkasafoɔ
garnish,siesie ho
smelt,nane
gasoline,fango
genteel,adebufoɔ
giant,kɛse pa ara
gem,ɔbohene
ghost,ɔsaman
glimpse,de ani bɔ so
glossy,deɛ ɛyɛ nahanaha
gospel,asɛmpa no
gossip,kɔnkɔnsa
gong,dawuro
goods,nneɛma
gorgeous,ɛyɛ fɛ
govern,bu man
gormandize,didi boro so
government,aban
god,onyankopɔn
gorge,didi fuufuu
goalkeeper,deɛ ɔgyina atena mu
gobble,memene ntɛmtɛm
gobetween,ntamgyinafoɔ
golddust,sikafuturo
glove,nsa bɔha
intermediary,ntamgyinafoɔ
god2,ohoni
goldsmith,sikadwinnifoɔ
ore,sikafraeboɔ
goldore,sikafraeboɔ
glossary,nsɛmfua nkyerɛkyerɛmu
glue,ataredeɛ
goal,botaeɛ
glow,dɔ kɔɔ
glutton,odidifoɔ
gnash,twerɛ ɛse
gnaw,we
glorify,yi ayɛ
glory,animuonyam
gluttony,adiditrasoɔ
gloomy,deɛ ɛyɛ kusuu
glitter,hyerɛnn
global,wiase afanan nyinaa
globe,ewiase
gloom,kusuu
glorification,ayɛyie
gloss,deɛ ɛhyerɛnn
gigantic,kɛse pa ara
giggle,nweenwee
gin,nsaden
glad,ani agye
gibbet,asɛnnua
girdle,abɔsoɔ
glamour,deɛ ɛkyeɛ
alluring,ɛkye
allure,kye
glamorous,ɛyɛ fɛ
glance,de ani bɔ so
glare,hwɛ abufuo so
glaring,pefee
gleam,hyerɛnn
glean,nya
glee,anigyeɛ
glide,siane
glimmer,nyinam
general,ɛfa biribiara ho
gender,ɔbaayɛ
generate,de ba
generator,anyinam ahoɔden afidie
generous,deɛ ne nsa mu yɛ mmerɛ
gentleman,onimuonyamfoɔ
genesis,mfitiaseɛ
genital,ase
germ,aboawa
genius,nimdeɛ mapa
gentile,ɔbosonsomni
genocide,nnipadɔm kum
apostate,ɔpaefoɔ
gentle,ho dwo
gay,barima a ɔne mmarima da
genuine,kann
geography,asase ho adesua
ghastly,ɛbɔ hu
gathering,nhyiamu
ghetto,ahiafoɔ tenabea
gate,aboboɔ
gasp,tee so
gaze,hwɛ haa
gecko,efiewura
garden,turo
gargantuan,kɛseɛ
garlic,galeke
garment,atadeɛ
game,agorɔ
gather,boa ano
garner,boa ano
gallop,hurihuri
gallows,asɛnnua
gamble,to kyakya
galore,pii
gambler,kyakyatofoɔ
gang,mmaratofoɔ
gangster,mmaratoni
gouge,tu
gown,atade tenten
gravel,abosea
gravy,abomu
grievance,meneasepɔ
guarantee,bɔhyɛ
greatness,kɛseyɔ
grog,nsaden
groan,si apene
hail,kyea
happy,ani agye
gym,apɔmutenetenebea
handkerchief,hankete
hairdresser,deɛ ɔsiesie afoforɔ tiri nwi
haggle,di ano
harp,sankuo
harass,ha adwene
harness,de di dwuma
harpoon,pea
harry,tu so sa
haste,ntɛm
harsh,ano yɛ den
hasty,ahoɔhare so
hasten,yɛ ntɛm
hatch,hwane
haughty,ahomasoɔ
haul,twe
haunt,hunahuna
haven,dwanekɔbea
hay,ɛserɛ a awoɔ
havoc,ɔsɛeɛ
hazard,asiane
hazardous,deɛ asiane
haze,ɛbɔ
headmaster,sukuu panin
sock,nantabono bɔha
harassment,ateetee
hardship,ahokyerɛ
harddisk,kɔmputa mu akoradeɛ
hardware,nnadeɛ adwadeɛ
harbour,suhyɛn gyinabea
hare,adanko
harm,pira
harlot,odwamanfoɔ
handsome,ho yɛ fɛ
headgear,duku
handle,kuta mu
handy,ɛho hia
hang,sɛn
hangman,ɔbrafoɔ
haphazard,basaabasaa
hapless,tibɔne
hangover,nsanom akyiri yareɛ
ham,prakontwerɛ
handicap,ɛdɛm
hamlet,akuraa
hammer,hama
hamper,kɛntɛn
handbill,dawurubɔ krataa a wɔkyekyɛ
handcuff,abankaba
handful,nsa ma
handicapped,deɛ wadi dɛm
handicraft,adwinnie
hale,te apɔ
halfway,mfimfini
hag,ɔbayifoɔ
hallelujah,haleluia
hallow,yɛ kronkron
gut,yafunu
hallucinate,hunu deɛ ɛnni hɔ
habit,nneyɛɛ
halt,gyina
gymnasium,apɔmutenetenebea
gymnastics,apɔmutenetene
guilty,di fɔ
habitat,atenaeɛ
habitable,wɔtena hɔ a ɛyɛ yie
gunpower,atuduro
haemorrhage,mogyahwereɛ
hack,twitwa
gullet,menewa
guiltless,di bem
guillotine,atwitwatire
guard,bɔ ho ban
gulp,mene
gumboil,anom kuro
gusto,anigyeɛ
guzzle,didi fuufuu
guarantor,agyinamdifoɔ
gutter,ɛka
guy,ɔbarima
guardian,ɔbammɔfoɔ
guava,gɔva
gross,deɛ ɛmfa kwan mu
guest,ɔhɔhoɔ
guide,ɔkwankyerɛfoɔ
guilt,ɛfɔ
groom,siesie
guiltiness,ɛfɔ
guitar,sankuo
grope,de nsa keka hwehwɛ
gruelling,ɛma ɔbrɛ
iunderstand,mete aseɛ
growl,woro so
apc99bsc99b,hedgehog
gruesome,huhuuhu
akutia,sarcasm
grumble,nwiinwii
grunt,su
grill,ho
grease,sradeɛ
great,kɛseɛ
grin,nweenwee
grimace,muna
grind,potɔ
c994kyereben,green snake
grip,sɔ mu denneennen
grape,bobe aba
gray,nsonso
graze,we nwura
grass,ɛserɛ
grateful,ani sɔ
greed,adufudepɛ
gratitude,ayɛ
greedy,deɛ ɔyɛ adufudepɛ
grief,awerɛhoɔ
grasp,sɔ mu
grapple,tentam
gratis,kwa
graduate,deɛ wawie suapɔn agye mu abodin krataa
gratuity,sika akyɛdeɛ
grave,ɔdamena
graveside,asieeɛ
grab,sɔ mu
grace,adom
gradate,hyehyɛ
grain,aba
gradual,nkakrankakra
grand,kɛseɛ
grant,ma kwan
immediately,anim anim ara
hearsay,atesɛm
heave,pagya
heathen,ɔpaefoɔ
heifer,nantwie a ɔnwoo da
immediate,anim anim ara
impeach,toto dibea
impend,ɛrebɛsi
impeccable,mfomsoɔ biara nni ho
impatient,deɛ ɔnni aboterɛ
indication,sɛnnahɔ
impediment,akwansideɛ
impede,si kwan
inception,mfitiaseɛ
incessant,ɛtoɔ ntwa da
inebriation,nsaborɔ
indecent,ɛmfata
increase,dɔɔso
indicative,ɛkyerɛ sɛ
indemnity,nsiakyibaa
indigenous,ɔmanni
indemnification,mpata
indifferent,deɛ hwee mfa ne ho
indigene,kuroba
indigent,ohiani
indignant,bo afu
indignity,animguaseɛ
indecency,nneyɛɛ bɔne
independenceday,fawohodie da
indecision,ntanta
indeed,nokorɛ ni
indefatigable,deɛ ɔmmrɛ
independent,de ho
indelible,ɛmpopa
indicate,kyerɛ
independence,fawohodie
incredible,nwanwa
incriminate,de asɛm to obi so
increment,ntomu
inculcate,de hyɛ mu
indebted,de ka
incursion,ɔsatuo
incur,gye to ho so
invasion,ntohyɛsoɔ
incomparable,ɛnni sɛso
inconvenience,ɔhaw
incompetent,deɛ ɔnnim biribi yɔ
incompatible,ɛmfa
inconsiderable,ketewa pa ara
inconsequential,ɛho nhia
inconvenient,ɛma ɔhaw
unimportant,ɛho nhia
incorporate,de ka ho
incest,mmogyafra
inebriate,boro
incumbent,deɛ ɔkuta dibea seesei
incident,asɛm
incise,twa
incite,hyɛ kutupa
include,de ka ho
incoherent,ɛnsisi so
income,akatua
imprisonment,afiaseda
impromptu,putupuru
impudence,aniamɔn
imperturbable,deɛ hwee nha no
impudent,deɛ ɔyɛ aniamɔn
impulse,atenka
instinct,atenka
impure,ɛho nte
inadvertence,agyeegyeemu
adulterated,wɔafra mu
inadvertent,ɛnyɛ anidahɔ
warranty,akagyinamu
implacable,deɛ wɔntumi mpata no
implicate,de ka bɔnedie ho
implication,asekyerɛ
important,ɛho hia
implore,srɛ
imply,kyerɛ sɛ
import,kra
importation,nkradwuma
exportation,amaneɛ
imposter,ɔdaadaafoɔ
deceiver,ɔdaadaafoɔ
impotent,mmerɛ
impound,kyere
impoverish,ma di hia
imprecate,dome
impoverishment,ohia
imprecation,nnome
imprison,de to afiase
inapt,ɛnsɛ
incense,wisihwam
inaugurate,da adi
inauguration,ntomapa
inasmuch,ɛno nti
inarticulate,ɔnnim kasa
inborn,su
incalculable,deɛ wɔkan a ɛnyɛ yie
incentive,nkuranhyɛdeɛ
incentivise,hyɛ nkuran
impending,ɛrebɛsi
imperative,ɛho hia pa ara
impenetrable,ɛkwan nna mu
perturb,ha
immemorial,tete
immoral,bɔne
immense,ɛso
immerse,de nu nsuo mu
killer,owudini
murderer,owudini
immersion,asubɔ
immigrant,otubrani
impart,ma
immigrate,tu bra
impartial,nyɛ nyiyimu
immigration,ntubra
imminent,abɛn
immortal,ɛte ase daa
immovable,pintinn
impair,sɛe
hell,ɔbonsam gyam
hello,hɛloo
hegoat,ɔpapo
partial,ɔfa
impasse,akwansideɛ
heaven,ɔsoro ahemman mu
heinous,kɛseɛ
height,tenten
heirloom,agyapadeɛ
helmet,ahobammɔ kyɛ
hem,ano
hence,ɛno nti
heckle,tweetwee
hectic,ɔbrɛ wɔ mu
heaviness,duruduruyɛ
hedge,ɛban
hedonist,deɛ ɔpɛ anigyeɛ
headway,kankorɔ
heady,ano yɛ den
heed,tie
hefty,duruduru
healer,ɔyaresafoɔ
headmistress,sukuu panin
headquarters,asoeɛ
headstrong,nwetaresoɔ
headtie,duku
heal,sa yareɛ
heap,de sum hɔ
hearse,efunu hyɛn
healthy,te apɔ
heartache,akomayareɛ
heartbreak,akomateɛ
heartbeat,akomabɔ
heartburn,bohyehyeɛ
heading,atifi asɛm
hearer,ɔtefoɔ
hearken,tie
walkouton,twi fa so
indignation,abufuo
inflexible,twann
indiscretion,deɛ wɔnnwene ho yie
indulge,ma kwan
industrialaction,ɔyɛkyerɛ
infantry,asraafoɔ
unfaithful,nni nokorɛ
infidel,deɛ ɔnnye nyankopɔn nni
infidelity,awareɛ akyi adwamammɔ
inflict,de gu so
download,twe
infuriation,abufuhyew
inhale,home kɔ mu
inoculate,wɔ paneɛ
inoperable,deɛ wɔntumi nyɛ ho opiresan
inn,ahɔhofie
instruct,hyɛ
enquiry,nhwehwɛmu
instruction,nhyɛ
instrument,adeyɔdeɛ
insubordination,aniammɔnho
unstable,ɛhinhim
insubordinate,deɛ ɔyɛ aniammɔnho
insurgence,atuateɛ
install,si
insurgent,otuatefoɔ
intact,ɛho ntee kyema
intangible,deɛ wɔntumi nsɔ mu
integrate,ka bɔ mu
inspiration,nkanyan
inspection,nsra
installment,ɔfa
instant,amonom hɔ ara
instantaneous,ɛsi amonom hɔ ara
instigate,hyehyɛ aseɛ
institute,yɛ
instigator,kɔfabae
insight,nhunumu
insist,si so
insignificant,ɛho nhia
insinuate,kyerɛ
insinuation,asekyerɛ
insolent,mmu adeɛ
inspect,hwɛ
inspector,ɔhwɛsofoɔ
insane,abɔ dam
inspire,kanyan
inquisitive,deɛ ɔyɛ mfeefeemu
inscribe,kurukyire
insert,de hyɛ mu
inscription,kurukyire
inscrutable,ɛnni nteaseɛ
insect,akoekoeboa
insensate,nni atenka
insignia,ahyɛnsodeɛ
inlet,ahyɛne
prisoner,deɛ ɔda afiase
inmate,deɛ ɔda afiase
injection,paneɛ
inquest,nhwehwɛmu
inquire,bisa
initiation,nnyetomu
inquiry,nhwehwɛmu
enquire,bisa
injury,ekuro
initiate,hyɛ aseɛ
innovate,de nsesaeɛ ba
inject,wɔ paneɛ
injunction,nhyɛ
injure,pira
ink,inki
innovation,nsesaeɛ
inherit,di adeɛ
inheritance,agyapadeɛ
inhibit,si kwan
inhibition,fɛreɛ
inhuman,ɛnkyerɛ ɔdɔ
inhumane,ɛnkyerɛ ɔdɔ
inimitable,soronko
distinctive,soronko
initial,ahyɛaseɛ
ungrateful,yɛ bonniayɛ
infuriating,ɛhyɛ abufuo
